CVE,Code,Severity
CVE-2014-3969,1,7.4 HIGH
CVE-2014-3970,1,2.9 LOW
CVE-2014-3973,1,7.5 HIGH
CVE-2014-3981,1,3.3 LOW
CVE-2014-3984,1,10.0 HIGH
CVE-2014-3985,1,5.0 MEDIUM
CVE-2014-3986,1,3.3 LOW
CVE-2014-3994,1,4.3 MEDIUM
CVE-2014-3995,1,4.3 MEDIUM
CVE-2014-3999,1,8.1 HIGH
CVE-2014-4000,1,8.8 HIGH
CVE-2014-4002,1,4.3 MEDIUM
CVE-2014-4014,1,6.2 MEDIUM
CVE-2014-4020,1,4.3 MEDIUM
CVE-2014-4021,1,2.7 LOW
CVE-2014-4022,1,2.7 LOW
CVE-2014-4027,1,2.3 LOW
CVE-2014-4036,1,4.3 MEDIUM
CVE-2014-4037,1,4.3 MEDIUM
CVE-2014-4038,1,4.4 MEDIUM
CVE-2014-4039,1,2.1 LOW
CVE-2014-4040,1,5.0 MEDIUM
CVE-2014-4043,1,7.5 HIGH
CVE-2014-4044,1,5.0 MEDIUM
CVE-2014-4046,1,6.5 MEDIUM
CVE-2014-4047,1,5.0 MEDIUM
CVE-2014-4049,1,5.1 MEDIUM
CVE-2014-4150,1,5.5 MEDIUM
CVE-2014-4157,1,4.6 MEDIUM
CVE-2014-4165,1,4.3 MEDIUM
CVE-2014-4167,1,3.5 LOW
CVE-2014-4168,1,5.0 MEDIUM
CVE-2014-4171,1,4.7 MEDIUM
CVE-2014-4172,1,9.8 CRITICAL
CVE-2014-4174,1,9.3 HIGH
CVE-2014-4179,0,
CVE-2014-4199,1,6.3 MEDIUM
CVE-2014-4200,1,4.7 MEDIUM
CVE-2014-4207,1,4.0 MEDIUM
CVE-2014-4209,1,6.4 MEDIUM
CVE-2014-4214,1,3.3 LOW
CVE-2014-4216,1,9.3 HIGH
CVE-2014-4218,1,5.0 MEDIUM
CVE-2014-4219,1,9.3 HIGH
CVE-2014-4221,1,4.3 MEDIUM
CVE-2014-4223,1,9.3 HIGH
CVE-2014-4228,1,4.4 MEDIUM
CVE-2014-4233,1,4.0 MEDIUM
CVE-2014-4238,1,4.0 MEDIUM
CVE-2014-4240,1,3.6 LOW
CVE-2014-4243,1,2.8 LOW
CVE-2014-4244,1,4.0 MEDIUM
CVE-2014-4252,1,5.0 MEDIUM
CVE-2014-4258,1,6.5 MEDIUM
CVE-2014-4260,1,5.5 MEDIUM
CVE-2014-4261,1,6.9 MEDIUM
CVE-2014-4262,1,9.3 HIGH
CVE-2014-4263,1,4.0 MEDIUM
CVE-2014-4264,1,5.0 MEDIUM
CVE-2014-4266,1,5.0 MEDIUM
CVE-2014-4268,1,5.0 MEDIUM
CVE-2014-4274,1,4.1 MEDIUM
CVE-2014-4287,1,4.0 MEDIUM
CVE-2014-4301,1,4.3 MEDIUM
CVE-2014-4329,1,4.3 MEDIUM
CVE-2014-4330,1,2.1 LOW
CVE-2014-4336,1,5.8 MEDIUM
CVE-2014-4337,1,4.3 MEDIUM
CVE-2014-4338,1,4.0 MEDIUM
CVE-2014-4341,1,5.0 MEDIUM
CVE-2014-4342,1,5.0 MEDIUM
CVE-2014-4343,1,7.6 HIGH
CVE-2014-4344,1,7.8 HIGH
CVE-2014-4345,1,8.5 HIGH
CVE-2014-4348,1,3.5 LOW
CVE-2014-4349,1,3.5 LOW
CVE-2014-4508,1,4.7 MEDIUM
CVE-2014-4510,1,4.3 MEDIUM
CVE-2014-4607,1,8.8 HIGH
CVE-2014-4608,1,7.5 HIGH
CVE-2014-4609,1,8.8 HIGH
CVE-2014-4610,1,8.8 HIGH
CVE-2014-4611,1,5.0 MEDIUM
CVE-2014-4615,1,5.0 MEDIUM
CVE-2014-4616,1,5.9 MEDIUM
CVE-2014-4617,1,5.0 MEDIUM
CVE-2014-4650,1,9.8 CRITICAL
CVE-2014-4652,1,1.9 LOW
CVE-2014-4653,1,4.6 MEDIUM
CVE-2014-4654,1,4.6 MEDIUM
CVE-2014-4655,1,4.9 MEDIUM
CVE-2014-4656,1,4.6 MEDIUM
CVE-2014-4657,1,9.8 CRITICAL
CVE-2014-4658,1,5.5 MEDIUM
CVE-2014-4659,1,5.5 MEDIUM
CVE-2014-4660,1,5.5 MEDIUM
CVE-2014-4667,1,5.0 MEDIUM
CVE-2014-4670,1,4.6 MEDIUM
CVE-2014-4671,1,4.3 MEDIUM
CVE-2014-4672,1,7.5 HIGH
CVE-2014-4678,1,9.8 CRITICAL
CVE-2014-4698,1,4.6 MEDIUM
CVE-2014-4699,1,6.9 MEDIUM
CVE-2014-4715,1,5.0 MEDIUM
CVE-2014-4720,1,5.0 MEDIUM
CVE-2014-4721,1,2.6 LOW
CVE-2014-4722,1,4.3 MEDIUM
CVE-2014-4877,1,9.3 HIGH
CVE-2014-4883,1,4.3 MEDIUM
CVE-2014-4907,1,4.3 MEDIUM
CVE-2014-4908,1,4.3 MEDIUM
CVE-2014-4909,1,6.8 MEDIUM
CVE-2014-4911,1,5.0 MEDIUM
CVE-2014-4914,1,9.8 CRITICAL
CVE-2014-4920,0,
CVE-2014-4927,1,7.8 HIGH
CVE-2014-4931,0,
CVE-2014-4943,1,6.9 MEDIUM
CVE-2014-4945,1,4.3 MEDIUM
CVE-2014-4946,1,4.3 MEDIUM
CVE-2014-4954,1,3.5 LOW
CVE-2014-4955,1,3.5 LOW
CVE-2014-4966,1,9.8 CRITICAL
CVE-2014-4967,1,9.8 CRITICAL
CVE-2014-4975,1,5.0 MEDIUM
CVE-2014-4978,1,5.5 MEDIUM
CVE-2014-4986,1,3.5 LOW
CVE-2014-4987,1,4.0 MEDIUM
CVE-2014-4991,1,7.8 HIGH
CVE-2014-4992,1,7.8 HIGH
CVE-2014-4993,1,7.8 HIGH
CVE-2014-4994,1,5.5 MEDIUM
CVE-2014-4995,1,7.0 HIGH
CVE-2014-4996,1,5.5 MEDIUM
CVE-2014-4997,1,7.8 HIGH
CVE-2014-4998,1,7.8 HIGH
CVE-2014-4999,1,7.8 HIGH
CVE-2014-5000,1,7.8 HIGH
CVE-2014-5001,1,7.8 HIGH
CVE-2014-5002,1,7.8 HIGH
CVE-2014-5003,1,5.5 MEDIUM
CVE-2014-5004,1,7.8 HIGH
CVE-2014-5008,1,9.8 CRITICAL
CVE-2014-5009,1,9.8 CRITICAL
CVE-2014-5011,1,6.5 MEDIUM
CVE-2014-5012,1,6.5 MEDIUM
CVE-2014-5013,1,8.8 HIGH
CVE-2014-5015,1,5.0 MEDIUM
CVE-2014-5019,1,5.0 MEDIUM
CVE-2014-5020,1,4.9 MEDIUM
CVE-2014-5021,1,2.1 LOW
CVE-2014-5022,1,4.3 MEDIUM
CVE-2014-5025,1,3.5 LOW
CVE-2014-5026,1,3.5 LOW
CVE-2014-5029,1,1.5 LOW
CVE-2014-5030,1,1.9 LOW
CVE-2014-5031,1,5.0 MEDIUM
CVE-2014-5033,1,6.9 MEDIUM
CVE-2014-5044,1,9.8 CRITICAL
CVE-2014-5045,1,6.2 MEDIUM
CVE-2014-5077,1,7.1 HIGH
CVE-2014-5116,1,5.0 MEDIUM
CVE-2014-5117,1,5.8 MEDIUM
CVE-2014-5118,1,5.5 MEDIUM
CVE-2014-5119,1,7.5 HIGH
CVE-2014-5120,1,6.4 MEDIUM
CVE-2014-5139,1,4.3 MEDIUM
CVE-2014-5146,1,4.7 MEDIUM
CVE-2014-5147,1,4.3 MEDIUM
CVE-2014-5148,1,4.6 MEDIUM
CVE-2014-5149,1,4.7 MEDIUM
CVE-2014-5161,1,5.0 MEDIUM
CVE-2014-5162,1,5.0 MEDIUM
CVE-2014-5163,1,5.0 MEDIUM
CVE-2014-5164,1,5.0 MEDIUM
CVE-2014-5165,1,5.0 MEDIUM
CVE-2014-5177,1,1.2 LOW
CVE-2014-5191,1,4.3 MEDIUM
CVE-2014-5195,1,7.2 HIGH
CVE-2014-5203,1,7.5 HIGH
CVE-2014-5204,1,6.8 MEDIUM
CVE-2014-5205,1,6.8 MEDIUM
CVE-2014-5206,1,7.2 HIGH
CVE-2014-5207,1,6.2 MEDIUM
CVE-2014-5209,1,5.3 MEDIUM
CVE-2014-5220,1,7.8 HIGH
CVE-2014-5240,1,2.1 LOW
CVE-2014-5241,1,6.8 MEDIUM
CVE-2014-5243,1,4.3 MEDIUM
CVE-2014-5244,0,
CVE-2014-5245,0,
CVE-2014-5247,1,2.1 LOW
CVE-2014-5251,1,4.9 MEDIUM
CVE-2014-5252,1,4.9 MEDIUM
CVE-2014-5253,1,4.9 MEDIUM
CVE-2014-5254,1,4.7 MEDIUM
CVE-2014-5255,1,7.0 HIGH
CVE-2014-5256,1,5.0 MEDIUM
CVE-2014-5260,1,6.3 MEDIUM
CVE-2014-5261,1,7.5 HIGH
CVE-2014-5262,1,7.5 HIGH
CVE-2014-5263,1,6.8 MEDIUM
CVE-2014-5265,1,5.0 MEDIUM
CVE-2014-5266,1,5.0 MEDIUM
CVE-2014-5267,1,6.8 MEDIUM
CVE-2014-5269,1,5.0 MEDIUM
CVE-2014-5270,1,2.1 LOW
CVE-2014-5272,1,6.8 MEDIUM
CVE-2014-5273,1,3.5 LOW
CVE-2014-5274,1,3.5 LOW
CVE-2014-5277,1,5.0 MEDIUM
CVE-2014-5278,1,5.3 MEDIUM
CVE-2014-5282,1,8.1 HIGH
CVE-2014-5313,1,3.5 LOW
CVE-2014-5325,1,5.0 MEDIUM
CVE-2014-5326,1,4.3 MEDIUM
CVE-2014-5333,1,4.3 MEDIUM
CVE-2014-5338,1,3.5 LOW
CVE-2014-5351,1,2.1 LOW
CVE-2014-5352,1,9.0 HIGH
CVE-2014-5353,1,3.5 LOW
CVE-2014-5354,1,3.5 LOW
CVE-2014-5355,1,5.0 MEDIUM
CVE-2014-5356,1,4.0 MEDIUM
CVE-2014-5369,1,4.3 MEDIUM
CVE-2014-5388,1,4.6 MEDIUM
CVE-2014-5439,1,7.8 HIGH
CVE-2014-5441,1,4.3 MEDIUM
CVE-2014-5444,1,4.3 MEDIUM
CVE-2014-5459,1,3.6 LOW
CVE-2014-5461,1,5.0 MEDIUM
CVE-2014-5464,1,4.3 MEDIUM
CVE-2014-5471,1,4.0 MEDIUM
CVE-2014-5472,1,4.0 MEDIUM
CVE-2014-5511,0,
CVE-2014-5512,0,
CVE-2014-5513,0,
CVE-2014-5514,0,
CVE-2014-5515,0,
CVE-2014-6027,1,6.1 MEDIUM
CVE-2014-6028,1,4.0 MEDIUM
CVE-2014-6029,1,4.9 MEDIUM
CVE-2014-6040,1,5.0 MEDIUM
CVE-2014-6051,1,7.5 HIGH
CVE-2014-6052,1,7.5 HIGH
CVE-2014-6053,1,5.0 MEDIUM
CVE-2014-6054,1,4.3 MEDIUM
CVE-2014-6055,1,6.5 MEDIUM
CVE-2014-6060,1,3.3 LOW
CVE-2014-6061,0,
CVE-2014-6070,1,4.3 MEDIUM
CVE-2014-6071,1,6.1 MEDIUM
CVE-2014-6072,0,
CVE-2014-6262,1,7.5 HIGH
CVE-2014-6268,1,4.9 MEDIUM
CVE-2014-6269,1,5.0 MEDIUM
CVE-2014-6270,1,6.8 MEDIUM
CVE-2014-6271,1,9.8 CRITICAL
CVE-2014-6272,1,7.5 HIGH
CVE-2014-6273,1,6.8 MEDIUM
CVE-2014-6274,0,
CVE-2014-6276,1,4.3 MEDIUM
CVE-2014-6277,1,10.0 HIGH
CVE-2014-6278,1,10.0 HIGH
CVE-2014-6300,1,4.3 MEDIUM
CVE-2014-6311,1,9.8 CRITICAL
CVE-2014-6316,1,5.8 MEDIUM
CVE-2014-6387,1,5.0 MEDIUM
CVE-2014-6393,1,6.1 MEDIUM
CVE-2014-6394,1,7.5 HIGH
CVE-2014-6395,1,7.5 HIGH
CVE-2014-6396,1,7.5 HIGH
CVE-2014-6407,1,7.5 HIGH
CVE-2014-6408,1,5.0 MEDIUM
CVE-2014-6410,1,4.7 MEDIUM
CVE-2014-6414,1,4.0 MEDIUM
CVE-2014-6416,1,7.8 HIGH
CVE-2014-6417,1,7.8 HIGH
CVE-2014-6418,1,7.1 HIGH
CVE-2014-6421,1,5.0 MEDIUM
CVE-2014-6422,1,5.0 MEDIUM
CVE-2014-6423,1,5.0 MEDIUM
CVE-2014-6424,1,5.0 MEDIUM
CVE-2014-6425,1,5.0 MEDIUM
CVE-2014-6426,1,5.0 MEDIUM
CVE-2014-6427,1,5.0 MEDIUM
CVE-2014-6428,1,5.0 MEDIUM
CVE-2014-6429,1,5.0 MEDIUM
CVE-2014-6430,1,5.0 MEDIUM
CVE-2014-6431,1,5.0 MEDIUM
CVE-2014-6432,1,5.0 MEDIUM
CVE-2014-6438,1,7.5 HIGH
CVE-2014-6439,1,4.3 MEDIUM
CVE-2014-6440,1,9.8 CRITICAL
CVE-2014-6457,1,4.0 MEDIUM
CVE-2014-6463,1,3.3 LOW
CVE-2014-6464,1,4.0 MEDIUM
CVE-2014-6468,1,6.8 MEDIUM
CVE-2014-6469,1,6.8 MEDIUM
CVE-2014-6474,1,3.5 LOW
CVE-2014-6478,1,4.3 MEDIUM
CVE-2014-6484,1,4.0 MEDIUM
CVE-2014-6489,1,5.5 MEDIUM
CVE-2014-6491,1,7.5 HIGH
CVE-2014-6494,1,4.3 MEDIUM
CVE-2014-6495,1,4.3 MEDIUM
CVE-2014-6496,1,4.3 MEDIUM
CVE-2014-6500,1,7.5 HIGH
CVE-2014-6502,1,2.6 LOW
CVE-2014-6504,1,5.0 MEDIUM
CVE-2014-6505,1,4.0 MEDIUM
CVE-2014-6506,1,6.8 MEDIUM
CVE-2014-6507,1,4.3 MEDIUM
CVE-2014-6511,1,5.0 MEDIUM
CVE-2014-6512,1,4.3 MEDIUM
CVE-2014-6517,1,5.0 MEDIUM
CVE-2014-6519,1,5.0 MEDIUM
CVE-2014-6520,1,4.0 MEDIUM
CVE-2014-6527,1,2.6 LOW
CVE-2014-6530,1,6.5 MEDIUM
CVE-2014-6531,1,4.3 MEDIUM
CVE-2014-6540,1,1.9 LOW
CVE-2014-6549,1,10.0 HIGH
CVE-2014-6551,1,2.1 LOW
CVE-2014-6555,1,6.5 MEDIUM
CVE-2014-6558,1,2.6 LOW
CVE-2014-6559,1,4.3 MEDIUM
CVE-2014-6562,1,9.3 HIGH
CVE-2014-6564,1,4.0 MEDIUM
CVE-2014-6568,1,3.5 LOW
CVE-2014-6585,1,2.6 LOW
CVE-2014-6587,1,4.3 MEDIUM
CVE-2014-6588,1,3.2 LOW
CVE-2014-6589,1,3.2 LOW
CVE-2014-6590,1,3.2 LOW
CVE-2014-6591,1,2.6 LOW
CVE-2014-6593,1,4.0 MEDIUM
CVE-2014-6595,1,3.2 LOW
CVE-2014-6601,1,10.0 HIGH
CVE-2014-6603,1,5.0 MEDIUM
CVE-2014-6610,1,4.0 MEDIUM
CVE-2014-6633,1,8.8 HIGH
CVE-2014-7141,1,6.4 MEDIUM
CVE-2014-7142,1,6.4 MEDIUM
CVE-2014-7143,1,7.5 HIGH
CVE-2014-7144,1,4.3 MEDIUM
CVE-2014-7145,1,7.8 HIGH
CVE-2014-7146,1,7.5 HIGH
CVE-2014-7154,1,6.1 MEDIUM
CVE-2014-7155,1,5.8 MEDIUM
CVE-2014-7156,1,3.3 LOW
CVE-2014-7169,1,9.8 CRITICAL
CVE-2014-7185,1,6.4 MEDIUM
CVE-2014-7186,1,10.0 HIGH
CVE-2014-7187,1,10.0 HIGH
CVE-2014-7188,1,8.3 HIGH
CVE-2014-7189,1,4.3 MEDIUM
CVE-2014-7191,1,5.0 MEDIUM
CVE-2014-7192,1,10.0 HIGH
CVE-2014-7193,1,5.8 MEDIUM
CVE-2014-7199,1,4.3 MEDIUM
CVE-2014-7202,1,4.3 MEDIUM
CVE-2014-7203,1,4.3 MEDIUM
CVE-2014-7204,1,5.0 MEDIUM
CVE-2014-7205,1,10.0 HIGH
CVE-2014-7206,1,3.6 LOW
CVE-2014-7207,1,4.9 MEDIUM
CVE-2014-7208,1,7.2 HIGH
CVE-2014-7209,1,7.5 HIGH
CVE-2014-7210,0,
CVE-2014-7217,1,3.5 LOW
CVE-2014-7221,1,6.5 MEDIUM
CVE-2014-7222,1,6.5 MEDIUM
CVE-2014-7230,1,2.1 LOW
CVE-2014-7231,1,2.1 LOW
CVE-2014-7250,1,5.0 MEDIUM
CVE-2014-7271,1,7.8 HIGH
CVE-2014-7272,1,7.8 HIGH
CVE-2014-7273,1,6.8 MEDIUM
CVE-2014-7274,1,5.8 MEDIUM
CVE-2014-7275,1,5.8 MEDIUM
CVE-2014-7283,1,4.9 MEDIUM
CVE-2014-7284,1,6.4 MEDIUM
CVE-2014-7295,1,3.5 LOW
CVE-2014-7300,1,7.2 HIGH
CVE-2014-7809,1,6.8 MEDIUM
CVE-2014-7810,1,5.0 MEDIUM
CVE-2014-7815,1,5.0 MEDIUM
CVE-2014-7816,1,5.0 MEDIUM
CVE-2014-7817,1,4.6 MEDIUM
CVE-2014-7818,1,4.3 MEDIUM
CVE-2014-7819,1,5.0 MEDIUM
CVE-2014-7821,1,4.0 MEDIUM
CVE-2014-7822,1,7.2 HIGH
CVE-2014-7823,1,5.0 MEDIUM
CVE-2014-7824,1,2.1 LOW
CVE-2014-7825,1,7.8 HIGH
CVE-2014-7826,1,7.8 HIGH
CVE-2014-7828,1,3.5 LOW
CVE-2014-7829,1,5.0 MEDIUM
CVE-2014-7839,1,6.4 MEDIUM
CVE-2014-7840,1,7.5 HIGH
CVE-2014-7841,1,5.0 MEDIUM
CVE-2014-7842,1,4.9 MEDIUM
CVE-2014-7843,1,4.9 MEDIUM
CVE-2014-7844,1,7.8 HIGH
CVE-2014-7845,1,7.5 HIGH
CVE-2014-7850,1,4.3 MEDIUM
CVE-2014-7899,1,5.0 MEDIUM
CVE-2014-7900,1,7.5 HIGH
CVE-2014-7901,1,7.5 HIGH
CVE-2014-7902,1,7.5 HIGH
CVE-2014-7903,1,7.5 HIGH
CVE-2014-7904,1,7.5 HIGH
CVE-2014-7905,1,5.0 MEDIUM
CVE-2014-7906,1,7.5 HIGH
CVE-2014-7907,1,7.5 HIGH
CVE-2014-7908,1,7.5 HIGH
CVE-2014-7909,1,5.0 MEDIUM
CVE-2014-7910,1,7.5 HIGH
CVE-2014-7912,1,6.8 MEDIUM
CVE-2014-7913,1,6.8 MEDIUM
CVE-2014-7923,1,7.5 HIGH
CVE-2014-7924,1,5.0 MEDIUM
CVE-2014-7925,1,7.5 HIGH
CVE-2014-7926,1,7.5 HIGH
CVE-2014-7927,1,7.5 HIGH
CVE-2014-7928,1,7.5 HIGH
CVE-2014-7929,1,7.5 HIGH
CVE-2014-7930,1,7.5 HIGH
CVE-2014-7931,1,7.5 HIGH
CVE-2014-7932,1,7.5 HIGH
CVE-2014-7933,1,7.5 HIGH
CVE-2014-7934,1,7.5 HIGH
CVE-2014-7935,1,7.5 HIGH
CVE-2014-7936,1,6.8 MEDIUM
CVE-2014-7937,1,7.5 HIGH
CVE-2014-7938,1,7.5 HIGH
CVE-2014-7939,1,4.3 MEDIUM
CVE-2014-7940,1,7.5 HIGH
CVE-2014-7941,1,5.0 MEDIUM
CVE-2014-7942,1,7.5 HIGH
CVE-2014-7943,1,5.0 MEDIUM
CVE-2014-7944,1,5.0 MEDIUM
CVE-2014-7945,1,5.0 MEDIUM
CVE-2014-7946,1,5.0 MEDIUM
CVE-2014-7947,1,5.0 MEDIUM
CVE-2014-7948,1,4.3 MEDIUM
CVE-2014-7960,1,4.0 MEDIUM
CVE-2014-7967,1,7.5 HIGH
CVE-2014-7970,1,5.5 MEDIUM
CVE-2014-7975,1,5.5 MEDIUM
CVE-2014-8080,1,5.0 MEDIUM
CVE-2014-8086,1,4.7 MEDIUM
CVE-2014-8088,1,5.0 MEDIUM
CVE-2014-8089,1,9.8 CRITICAL
CVE-2014-8090,1,5.0 MEDIUM
CVE-2014-8091,1,4.3 MEDIUM
CVE-2014-8092,1,6.5 MEDIUM
CVE-2014-8093,1,6.5 MEDIUM
CVE-2014-8094,1,6.5 MEDIUM
CVE-2014-8095,1,6.5 MEDIUM
CVE-2014-8096,1,6.5 MEDIUM
CVE-2014-8097,1,6.5 MEDIUM
CVE-2014-8098,1,6.5 MEDIUM
CVE-2014-8099,1,6.5 MEDIUM
CVE-2014-8100,1,6.5 MEDIUM
CVE-2014-8101,1,6.5 MEDIUM
CVE-2014-8102,1,6.5 MEDIUM
CVE-2014-8103,1,6.5 MEDIUM
CVE-2014-8104,1,6.8 MEDIUM
CVE-2014-8105,1,5.0 MEDIUM
CVE-2014-8106,1,4.6 MEDIUM
CVE-2014-8108,1,5.0 MEDIUM
CVE-2014-8109,1,4.3 MEDIUM
CVE-2014-8110,1,4.3 MEDIUM
CVE-2014-8111,1,5.0 MEDIUM
CVE-2014-8112,1,4.0 MEDIUM
CVE-2014-8114,1,6.8 MEDIUM
CVE-2014-8116,1,5.0 MEDIUM
CVE-2014-8117,1,5.0 MEDIUM
CVE-2014-8118,1,10.0 HIGH
CVE-2014-8119,1,7.5 HIGH
CVE-2014-8121,1,5.0 MEDIUM
CVE-2014-8122,1,4.3 MEDIUM
CVE-2014-8123,1,5.0 MEDIUM
CVE-2014-8124,1,5.0 MEDIUM
CVE-2014-8125,1,7.5 HIGH
CVE-2014-8126,1,8.8 HIGH
CVE-2014-8127,1,6.5 MEDIUM
CVE-2014-8128,1,6.5 MEDIUM
CVE-2014-8129,1,8.8 HIGH
CVE-2014-8130,1,6.5 MEDIUM
CVE-2014-8131,1,4.0 MEDIUM
CVE-2014-8132,1,5.0 MEDIUM
CVE-2014-8133,1,2.1 LOW
CVE-2014-8134,1,3.3 LOW
CVE-2014-8135,1,2.1 LOW
CVE-2014-8136,1,2.1 LOW
CVE-2014-8137,1,6.8 MEDIUM
CVE-2014-8138,1,7.5 HIGH
CVE-2014-8139,1,7.8 HIGH
CVE-2014-8140,1,7.8 HIGH
CVE-2014-8141,1,7.8 HIGH
CVE-2014-8142,1,7.5 HIGH
CVE-2014-8143,1,8.5 HIGH
CVE-2014-8144,1,6.8 MEDIUM
CVE-2014-8145,1,7.5 HIGH
CVE-2014-8146,1,7.5 HIGH
CVE-2014-8147,1,7.5 HIGH
CVE-2014-8150,1,4.3 MEDIUM
CVE-2014-8152,1,5.0 MEDIUM
CVE-2014-8155,1,4.3 MEDIUM
CVE-2014-8156,1,7.8 HIGH
CVE-2014-8157,1,7.5 HIGH
CVE-2014-8158,1,6.8 MEDIUM
CVE-2014-8159,1,6.9 MEDIUM
CVE-2014-8160,1,5.0 MEDIUM
CVE-2014-8161,1,4.3 MEDIUM
CVE-2014-8164,1,9.1 CRITICAL
CVE-2014-8166,1,8.8 HIGH
CVE-2014-8167,1,5.9 MEDIUM
CVE-2014-8168,1,6.1 MEDIUM
CVE-2014-8169,1,4.4 MEDIUM
CVE-2014-8171,1,5.5 MEDIUM
CVE-2014-8172,1,4.9 MEDIUM
CVE-2014-8173,1,7.2 HIGH
CVE-2014-8176,1,7.5 HIGH
CVE-2014-8178,1,5.5 MEDIUM
CVE-2014-8179,1,7.5 HIGH
CVE-2014-8181,1,5.5 MEDIUM
CVE-2014-8184,1,7.8 HIGH
CVE-2014-8240,1,7.5 HIGH
CVE-2014-8241,1,9.8 CRITICAL
CVE-2014-8242,1,5.8 MEDIUM
CVE-2014-8275,1,5.0 MEDIUM
CVE-2014-8298,1,7.5 HIGH
CVE-2014-8321,1,7.8 HIGH
CVE-2014-8322,1,9.8 CRITICAL
CVE-2014-8323,1,7.5 HIGH
CVE-2014-8324,1,7.5 HIGH
CVE-2014-8326,1,3.5 LOW
CVE-2014-8328,1,5.3 MEDIUM
CVE-2014-8333,1,4.0 MEDIUM
CVE-2014-8350,1,7.5 HIGH
CVE-2014-8354,1,6.5 MEDIUM
CVE-2014-8355,1,5.5 MEDIUM
CVE-2014-8369,1,7.8 HIGH
CVE-2014-8399,1,2.1 LOW
CVE-2014-8412,1,5.0 MEDIUM
CVE-2014-8413,1,7.5 HIGH
CVE-2014-8414,1,5.0 MEDIUM
CVE-2014-8415,1,5.0 MEDIUM
CVE-2014-8416,1,5.0 MEDIUM
CVE-2014-8417,1,6.5 MEDIUM
CVE-2014-8418,1,9.0 HIGH
CVE-2014-8437,1,5.0 MEDIUM
CVE-2014-8438,1,10.0 HIGH
CVE-2014-8439,1,10.0 HIGH
CVE-2014-8440,1,10.0 HIGH
CVE-2014-8441,1,10.0 HIGH
CVE-2014-8442,1,7.5 HIGH
CVE-2014-8443,1,10.0 HIGH
CVE-2014-8476,1,2.1 LOW
CVE-2014-8483,1,5.0 MEDIUM
CVE-2014-8484,1,5.0 MEDIUM
CVE-2014-8485,1,7.5 HIGH
CVE-2014-8500,1,7.8 HIGH
CVE-2014-8501,1,7.5 HIGH
CVE-2014-8502,1,7.5 HIGH
CVE-2014-8503,1,7.5 HIGH
CVE-2014-8504,1,7.5 HIGH
CVE-2014-8517,1,7.5 HIGH
CVE-2014-8541,1,7.5 HIGH
CVE-2014-8542,1,7.5 HIGH
CVE-2014-8543,1,7.5 HIGH
CVE-2014-8544,1,7.5 HIGH
CVE-2014-8545,1,7.5 HIGH
CVE-2014-8546,1,7.5 HIGH
CVE-2014-8547,1,7.5 HIGH
CVE-2014-8548,1,7.5 HIGH
CVE-2014-8549,1,7.5 HIGH
CVE-2014-8553,1,5.0 MEDIUM
CVE-2014-8554,1,7.5 HIGH
CVE-2014-8559,1,5.5 MEDIUM
CVE-2014-8561,1,6.5 MEDIUM
CVE-2014-8562,1,5.5 MEDIUM
CVE-2014-8564,1,5.0 MEDIUM
CVE-2014-8566,1,6.4 MEDIUM
CVE-2014-8567,1,9.4 HIGH
CVE-2014-8578,1,3.5 LOW
CVE-2014-8583,1,6.9 MEDIUM
CVE-2014-8594,1,5.4 MEDIUM
CVE-2014-8595,1,1.9 LOW
CVE-2014-8598,1,6.4 MEDIUM
CVE-2014-8600,1,4.3 MEDIUM
CVE-2014-8601,1,5.0 MEDIUM
CVE-2014-8602,1,4.3 MEDIUM
CVE-2014-8612,1,4.6 MEDIUM
CVE-2014-8613,1,7.8 HIGH
CVE-2014-8625,1,6.8 MEDIUM
CVE-2014-8626,1,7.5 HIGH
CVE-2014-8628,1,7.8 HIGH
CVE-2014-8631,1,4.3 MEDIUM
CVE-2014-8632,1,4.3 MEDIUM
CVE-2014-8634,1,7.5 HIGH
CVE-2014-8635,1,7.5 HIGH
CVE-2014-8636,1,7.5 HIGH
CVE-2014-8637,1,5.0 MEDIUM
CVE-2014-8638,1,6.8 MEDIUM
CVE-2014-8639,1,6.8 MEDIUM
CVE-2014-8640,1,5.0 MEDIUM
CVE-2014-8641,1,7.5 HIGH
CVE-2014-8642,1,4.3 MEDIUM
CVE-2014-8650,1,9.8 CRITICAL
CVE-2014-8651,1,7.2 HIGH
CVE-2014-8681,1,7.5 HIGH
CVE-2014-8682,1,7.5 HIGH
CVE-2014-8683,1,4.3 MEDIUM
CVE-2014-8684,1,9.8 CRITICAL
CVE-2014-8709,1,5.0 MEDIUM
CVE-2014-8710,1,5.0 MEDIUM
CVE-2014-8711,1,5.0 MEDIUM
CVE-2014-8712,1,5.0 MEDIUM
CVE-2014-8713,1,5.0 MEDIUM
CVE-2014-8714,1,5.0 MEDIUM
CVE-2014-8716,1,6.2 MEDIUM
CVE-2014-8737,1,3.6 LOW
CVE-2014-8738,1,5.0 MEDIUM
CVE-2014-8760,1,5.0 MEDIUM
CVE-2014-8761,1,5.0 MEDIUM
CVE-2014-8762,1,5.0 MEDIUM
CVE-2014-8763,1,5.0 MEDIUM
CVE-2014-8764,1,5.0 MEDIUM
CVE-2014-8767,1,5.0 MEDIUM
CVE-2014-8768,1,5.0 MEDIUM
CVE-2014-8769,1,6.4 MEDIUM
CVE-2014-8770,1,9.0 HIGH
